"AAR","AARMND","ANTALL_ARBEIDSSOKERE","BOSTED_FYLKE_NR_NAVN","ALDER_GRUPPE_5AARIG","HOVEDGRUPPETEKST","KJONN"
2024,202402,60,"31 Østfold","50-54 år","Arbeidssøkere på tiltak","I alt"
2024,202406,204,"31 Østfold","60-64 år","Helt ledige","I alt"
2024,202406,304,"31 Østfold","50-54 år","Helt ledige","I alt"
2025,202501,308,"31 Østfold","55-59 år","Helt ledige","I alt"
2024,202407,140,"31 Østfold","25-29 år","Delvis ledige","I alt"
2025,202502,197,"31 Østfold","25-29 år","Arbeidssøkere på tiltak","I alt"
2025,202507,90,"31 Østfold","35-39 år","Arbeidssøkere på tiltak","I alt"
2024,202403,128,"31 Østfold","19 år og under","Helt ledige","I alt"
2025,202503,145,"31 Østfold","20-24 år","Delvis ledige","I alt"
2024,202410,156,"31 Østfold","40-44 år","Delvis ledige","I alt"
2024,202410,77,"31 Østfold","19 år og under","Arbeidssøkere på tiltak","I alt"
2024,202405,45,"31 Østfold","55-59 år","Arbeidssøkere på tiltak","I alt"
2024,202403,19,"31 Østfold","19 år og under","Delvis ledige","I alt"
2025,202508,102,"31 Østfold","20-24 år","Arbeidssøkere på tiltak","I alt"
2025,202507,14,"31 Østfold","60-64 år","Arbeidssøkere på tiltak","I alt"
2024,202402,586,"31 Østfold","25-29 år","Helt ledige","I alt"
2024,202402,635,"31 Østfold","30-34 år","Helt ledige","I alt"
2024,202404,596,"31 Østfold","30-34 år","Helt ledige","I alt"
2024,202401,335,"31 Østfold","50-54 år","Helt ledige","I alt"
2024,202403,99,"31 Østfold","65-69 år","Helt ledige","I alt"
2025,202502,154,"31 Østfold","20-24 år","Delvis ledige","I alt"
2024,202401,613,"31 Østfold","25-29 år","Helt ledige","I alt"
2024,202402,215,"31 Østfold","25-29 år","Delvis ledige","I alt"
2024,202403,110,"31 Østfold","60-64 år","Delvis ledige","I alt"
2024,202405,418,"31 Østfold","20-24 år","Helt ledige","I alt"
2024,202405,143,"31 Østfold","55-59 år","Delvis ledige","I alt"
2025,202508,88,"31 Østfold","60-64 år","Delvis ledige","I alt"
2024,202410,210,"31 Østfold","60-64 år","Helt ledige","I alt"
2024,202403,201,"31 Østfold","40-44 år","Delvis ledige","I alt"
2024,202401,660,"31 Østfold","30-34 år","Helt ledige","I alt"
2024,202409,322,"31 Østfold","50-54 år","Helt ledige","I alt"
2025,202502,192,"31 Østfold","30-34 år","Delvis ledige","I alt"
2025,202501,114,"31 Østfold","19 år og under","Helt ledige","I alt"
2024,202412,116,"31 Østfold","60-64 år","Delvis ledige","I alt"
2024,202405,298,"31 Østfold","50-54 år","Helt ledige","I alt"
2025,202506,18,"31 Østfold","19 år og under","Delvis ledige","I alt"
2024,202408,109,"31 Østfold","60-64 år","Delvis ledige","I alt"
2025,202501,436,"31 Østfold","45-49 år","Helt ledige","I alt"
2024,202407,36,"31 Østfold","55-59 år","Arbeidssøkere på tiltak","I alt"
2025,202505,97,"31 Østfold","50-54 år","Arbeidssøkere på tiltak","I alt"
2024,202408,4,"31 Østfold","65-69 år","Arbeidssøkere på tiltak","I alt"
2025,202508,377,"31 Østfold","50-54 år","Helt ledige","I alt"
2025,202503,163,"31 Østfold","55-59 år","Delvis ledige","I alt"
2024,202412,151,"31 Østfold","35-39 år","Arbeidssøkere på tiltak","I alt"
2024,202406,439,"31 Østfold","20-24 år","Helt ledige","I alt"
2024,202401,86,"31 Østfold","45-49 år","Arbeidssøkere på tiltak","I alt"
2024,202406,552,"31 Østfold","25-29 år","Helt ledige","I alt"
2025,202506,349,"31 Østfold","50-54 år","Helt ledige","I alt"
2024,202402,269,"31 Østfold","55-59 år","Helt ledige","I alt"
2025,202501,150,"31 Østfold","35-39 år","Arbeidssøkere på tiltak","I alt"
2025,202506,107,"31 Østfold","30-34 år","Arbeidssøkere på tiltak","I alt"
2024,202411,90,"31 Østfold","19 år og under","Arbeidssøkere på tiltak","I alt"
2024,202411,118,"31 Østfold","19 år og under","Helt ledige","I alt"
2025,202502,524,"31 Østfold","40-44 år","Helt ledige","I alt"
2024,202411,474,"31 Østfold","20-24 år","Helt ledige","I alt"
2025,202505,572,"31 Østfold","30-34 år","Helt ledige","I alt"
2024,202405,160,"31 Østfold","25-29 år","Arbeidssøkere på tiltak","I alt"
2025,202508,173,"31 Østfold","30-34 år","Delvis ledige","I alt"
2024,202410,127,"31 Østfold","60-64 år","Delvis ledige","I alt"
2024,202403,134,"31 Østfold","40-44 år","Arbeidssøkere på tiltak","I alt"
2024,202405,581,"31 Østfold","35-39 år","Helt ledige","I alt"
2024,202410,365,"31 Østfold","45-49 år","Helt ledige","I alt"
2024,202408,146,"31 Østfold","40-44 år","Delvis ledige","I alt"
2024,202411,175,"31 Østfold","35-39 år","Delvis ledige","I alt"
2025,202502,170,"31 Østfold","25-29 år","Delvis ledige","I alt"
2025,202507,486,"31 Østfold","20-24 år","Helt ledige","I alt"
